id,model,dataset,included,m,n_clusters,entropy,norm_entropy,is_zero,correct,em,f1,confidence,is_unanswerable,qtype
5150b807d24251bc05000072,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56c1d857ef6e394741000033,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.15045561701425986,False,factoid
52fe58f82059c6d71c00007a,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56c5fd325795f9a73e000005,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5319ac99b166e2b806000034,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
54f89e1a06d9727f76000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
571e275dbb137a4b0c000005,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
51739df58ed59a060a00001c,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56e857ae42442bac75000004,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,True,1.0,1.0,-0.5890045741997892,False,factoid
5509c52f1180f13250000004,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3982812792216919,False,factoid
535d2cf09a4572de6f000004,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
55475dc2f35db75526000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56c073fcef6e394741000020,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
52fe52702059c6d71c000078,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.19607624599787718,False,factoid
5339ecf4d6d3ac6a3400005f,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5717d64f29809bbe7a000001,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.1277377744045225,False,factoid
56c8f4615795f9a73e00001a,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
552421082c8b63434a000005,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
5719f5b27de986d80d00000c,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.34561713082757706,False,factoid
5710a592cf1c32585100002a,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
532366f09b2d7acc7e000015,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.31789769286427827,False,factoid
55000cc4e9bde69634000004,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.2338649279360349,False,factoid
54ede28094afd61504000003,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56ecfd572ac5ed1459000002,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5709ee36cf1c32585100001e,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54d649843706e89528000009,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5335c7f2d6d3ac6a34000051,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5545186cbf90a13052000002,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
5357a6d0f1005d6b58000004,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56ed14d92ac5ed145900000a,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
57092332cf1c325851000018,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56ed03862ac5ed1459000004,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54f9cb34dd3fc62544000002,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.3494575545191765,False,factoid
535d3c069a4572de6f000006,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
515df063298dcd4e51000029,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.24884083614733754,False,factoid
54d73e223706e89528000010,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
515db083298dcd4e51000012,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
55058af6f73303d458000004,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
535d35779a4572de6f000005,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56b7083376d8bf8d13000001,BioMistral-7B,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.11067925115942974,False,factoid
55376663bc4f83e82800000a,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
52f11b922059c6d71c000004,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.33721881551729815,False,factoid
536787467d100faa09000010,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56c077e9ef6e394741000021,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3078129583171341,False,factoid
571f609c0fd6f91b6800000c,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.1925246117088732,False,factoid
55032e65e9bde69634000034,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.5764366849211342,False,factoid
5717d86029809bbe7a000003,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
514a0f4ad24251bc05000053,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
51651e24298dcd4e51000054,BioMistral-7B,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.16790568484047697,False,factoid
52b2e498f828ad283c000010,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
5147c088d24251bc05000026,BioMistral-7B,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.2601947917913397,False,factoid
5719f5c67de986d80d00000d,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
517901bc8ed59a060a00003b,BioMistral-7B,bioasq,True,4,5.0,2.321928094887355,0.9999999999999969,False,True,1.0,1.0,-0.32408812196323805,False,factoid
54e0e902ae9738404b000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
554356d0ed966d112c000005,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
532206819b2d7acc7e00000f,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.29189541817862086,False,factoid
54d8fd334b1fd0d33c000005,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
52f89fc62059c6d71c000050,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
52f350042059c6d71c000010,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54f60ae05f206a0c06000008,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
5324a8ac9b2d7acc7e000018,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.7918369881808758,False,factoid
571e172bbb137a4b0c000002,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56b330bb39c782df06000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
57090c33cf1c325851000013,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56ed27202ac5ed145900000c,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
5157539ed24251bc0500008a,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
530cf4e0c8a0b4a00c000002,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3850590215556622,False,factoid
530cf4e0c8a0b4a00c000006,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
530cf4e0c8a0b4a00c000007,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
572096c90fd6f91b6800000e,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5173bdb38ed59a060a000020,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
53442ca9aeec6fbd0700000b,BioMistral-7B,bioasq,True,4,3.0,1.5219280948873581,0.6554587535412838,False,False,0.0,0.0,-0.3136248795636493,False,factoid
52efbfccc8da898910000018,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.15914390566553038,False,factoid
530cefaaad0bf1360c000012,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
53398855d6d3ac6a3400005b,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.1998053500493463,False,factoid
56d1da3b67f0cb3d66000006,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
530cefaaad0bf1360c00000d,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56f6d11c09dd18d46b00000f,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.18457492609443513,False,factoid
550c4011a103b78016000009,BioMistral-7B,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,True,1.0,1.0,-0.1803814639133634,False,factoid
56bc9268ac7ad1001900001b,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54ff5197e9bde69634000001,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.2478687326246245,False,factoid
5343fc1aaeec6fbd07000003,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
516be1d6298dcd4e5100006a,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56d860ad51531f7e33000002,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
52bf1cad03868f1b0600000a,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
552faababc4f83e828000005,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
55390901bc4f83e828000014,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.2197987141505564,False,factoid
56c341acfedd0b786b000001,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.4597835713743734,False,factoid
53189656b166e2b80600001c,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54d6562c3706e8952800000b,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
515ddda6298dcd4e5100001f,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56bc7d71ac7ad10019000018,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56d3346cf22319765a000008,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
52b2e1d8f828ad283c00000c,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,True,1.0,1.0,-0.2596167199672631,False,factoid
55411d9f379ddf3f47000001,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.3236328841914656,False,factoid
54d907c84b1fd0d33c000008,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.4125993422366824,False,factoid
550342a8f8aee20f27000002,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56bdc79bef6e394741000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5118dd1305c10fae75000001,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
534ebb59288f4dae47000004,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54d7ae1fe19bba8909000001,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
532f55fed6d3ac6a34000036,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5519110f622b19434500000c,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54ff45966ad7dcbc12000010,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.315362740645772,False,factoid
550c3754a103b78016000007,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
517a8b768ed59a060a00003f,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
52fa6ac72059c6d71c000055,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56c1f003ef6e394741000039,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
571e14fbbb137a4b0c000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
57136a7e1174fb1755000006,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
53357193d6d3ac6a34000047,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
571e2beabb137a4b0c000006,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5708a845cf1c32585100000f,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
51405cd123fec90375000005,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.07894616272169515,False,factoid
5503133ae9bde6963400001d,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
569e731cca240fa209000003,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
52b2e409f828ad283c00000e,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56c1f040ef6e394741000055,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.2943601837988865,False,factoid
54e1bdacae9738404b000009,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56f146db2ac5ed145900000f,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
5321bc309b2d7acc7e00000d,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
51588bb2d24251bc05000091,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.40997358815123636,False,factoid
571cdd227de986d80d00000f,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54f9b74306d9727f76000004,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
53440d2caeec6fbd07000004,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
530c7f52970c65fa6b000010,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56e6dfc2edfc094c1f000003,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
531d744c267d7dd053000009,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.43697587760158285,False,factoid
55241f9e2c8b63434a000004,BioMistral-7B,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.2471881631229605,False,factoid
52ee9f55c8da898910000009,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.16545932050576084,False,factoid
52e92c6e98d0239505000024,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
550c3d45a103b78016000008,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56ae2fab0a360a5e45000006,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56cdf5315795f9a73e000046,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.13039720117309048,False,factoid
56f780cb09dd18d46b000011,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3687878385186195,False,factoid
5717dbfe7de986d80d000001,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56cf20eb3975bb303a000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56ed0ffe2ac5ed1459000008,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.17816179717192426,False,factoid
56b76d916e3f8eaf4c000001,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
5177def18ed59a060a000034,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.508412616783365,False,factoid
56f4011709dd18d46b000003,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
51635202298dcd4e5100004f,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
553f72edab98a37113000007,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5506ce078e1671127b00000b,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-1.1003494660059612,False,factoid
54fc99f36ad7dcbc12000004,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
532f0bd6d6d3ac6a3400002d,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.13966025913628577,False,factoid
571e4293bb137a4b0c00000b,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
530cf22aa177c6630c000004,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.5936290100385122,False,factoid
53130a77e3eabad02100000f,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.1578952260265396,False,factoid
56c5feb75795f9a73e000006,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54d669003706e8952800000e,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56c1f010ef6e394741000041,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
51596a8ad24251bc0500009e,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56c1f00def6e39474100003f,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
571e12097de986d80d000017,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
533ba218fd9a95ea0d000007,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5540fbce234c5a7c75000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5343bdd6aeec6fbd07000001,BioMistral-7B,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,True,1.0,1.0,-0.2584389802068472,False,factoid
5311bcc2e3eabad021000005,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56ae57350a360a5e4500000a,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.3399889778633106,False,factoid
56e6ec49edfc094c1f000005,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
53357ca0d6d3ac6a3400004b,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.26619109999837354,False,factoid
51542dabd24251bc0500007d,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
571ce13f7de986d80d000011,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
550718e9fd1abe1741000001,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56c1f039ef6e394741000052,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.494401002568858,False,factoid
55203ae78e534a4535000001,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
532670e7d6d3ac6a34000008,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.4593692539632767,False,factoid
56b76f496e3f8eaf4c000002,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56cae60f5795f9a73e00002b,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.1727954815807087,False,factoid
56e0447a51531f7e3300000b,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56bb621fac7ad10019000009,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
554140ad182542114d000003,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
554148c23f2354b713000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56cb9b065795f9a73e000032,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
53188480b166e2b806000018,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54ede76294afd61504000008,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
52c7311903868f1b0600001d,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
571366ba1174fb1755000005,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
54f1e031c409818c32000001,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56c4d14ab04e159d0e000003,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
513ce494bee46bd34c000009,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.08735835923437207,False,factoid
56c86aa95795f9a73e000018,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
571f5e740fd6f91b6800000b,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
55376f19bc4f83e82800000c,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.18289241750192428,False,factoid
5319a7d2b166e2b806000029,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
5547a01cf35db75526000005,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
56b710f276d8bf8d13000003,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
5319a6e9b166e2b806000023,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
52bf208003868f1b06000019,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
514a51c2d24251bc0500005c,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.17274766144691966,False,factoid
56b397a98525abca1e000003,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.40880704115748756,False,factoid
56c58ceeb04e159d0e000004,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
54edf72c94afd61504000013,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56d138fe3975bb303a000015,BioMistral-7B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.3723890045148437,False,factoid
512d2fff5274a5fb07000006,BioMistral-7B,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,True,1.0,1.0,-0.15178480341065942,False,factoid
5326a85ad6d3ac6a3400000b,BioMistral-7B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.14222724460867336,False,factoid
515db3d8298dcd4e51000015,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
51680a6d298dcd4e51000063,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5540ca8a0083d1bf0e000003,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
51585b28d24251bc0500008d,BioMistral-7B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.1725829882281167,False,factoid
515dd3d5298dcd4e5100001c,BioMistral-7B,bioasq,False,1,,,,,,,,,False,factoid
54e262daae9738404b000018,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
56d1f790f22319765a000001,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
57138eb21174fb175500000a,BioMistral-7B,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,True,1.0,1.0,-0.1538157197979412,False,factoid
513ce5f2bee46bd34c00000a,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
5505a587f73303d458000005,BioMistral-7B,bioasq,False,0,,,,,,,,,False,factoid
56cf236f3975bb303a000002,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
55201a316b348bb82c000019,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
55032efde9bde69634000035,BioMistral-7B,bioasq,False,2,,,,,,,,,False,factoid
