id,model,dataset,included,m,n_clusters,entropy,norm_entropy,is_zero,correct,em,f1,confidence,is_unanswerable,qtype,excluded_reason
5ad55ee35b96ef001a10ace4,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
56e1c4fce3433e1400423151,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5ad560b85b96ef001a10ad20,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad560b85b96ef001a10ad21,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
56e1c720e3433e140042316a,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
56e1c9bfe3433e1400423196,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
56e1dc62cd28a01900c67bcd,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad568d35b96ef001a10ae1d,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.1862683009721024,True,squad2,
56e1e9dfe3433e14004231fc,BioMistral-7B,squad2,True,3,2.0,0.8112781244591301,0.405639062229565,False,False,0.0,0.3529411764705882,-0.0846514958199501,False,squad2,
56e1e9dfe3433e14004231ff,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5ad569c05b96ef001a10ae3a,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
5ad56bcd5b96ef001a10ae62,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
56e1f10ee3433e1400423222,BioMistral-7B,squad2,True,3,2.0,0.8112781244591301,0.405639062229565,False,False,0.0,0.1666666666666666,-0.1901639115185389,False,squad2,
56e1fc57e3433e140042322c,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
56e1febfe3433e1400423237,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
56e2042ecd28a01900c67c20,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5ad5719f5b96ef001a10aeee,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
56e20a3ae3433e140042324a,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad0185a77cf76001a6869b8,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad0185a77cf76001a6869b9,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5705e4fe75f01819005e7704,BioMistral-7B,squad2,True,3,2.0,0.8112781244591301,0.405639062229565,False,False,0.0,0.2857142857142857,-0.1307044036657316,False,squad2,
5ad0206677cf76001a686afc,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad0220a77cf76001a686b2b,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5705edcd52bb8914006896ce,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5705eee952bb8914006896e0,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5705fb7f52bb891400689752,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5705fd8475f01819005e7844,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5705fec152bb89140068977d,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5705ffde52bb891400689784,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
570603c475f01819005e7882,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5706074552bb8914006897d6,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5ad042cf77cf76001a686f28,BioMistral-7B,squad2,True,3,2.0,0.9999999999999972,0.4999999999999985,False,False,0.0,0.0,-0.1261754225955595,True,squad2,
570607f575f01819005e78b5,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57060a1175f01819005e78d4,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5ad0461477cf76001a686f7b,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
57060cc352bb89140068980f,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
57060eaf75f01819005e7912,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
57060f3e75f01819005e7922,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5706139252bb891400689868,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad04ecf77cf76001a686faf,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad04ecf77cf76001a686fb2,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5706143575f01819005e7953,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.3157894736842105,-0.1158890998856622,False,squad2,
5ad051be77cf76001a686fd0,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5a2c0c2fbfd06b001a5ae99c,BioMistral-7B,squad2,True,3,4.0,1.9999999999999944,0.9999999999999972,False,False,0.0,0.0,-0.2302935523800763,True,squad2,
5a2c0c2fbfd06b001a5ae99d,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a2c14b4bfd06b001a5ae9d5,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5a2c3a5cbfd06b001a5aea7b,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
570953a7efce8f15003a7e01,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.4705882352941176,-0.2927505092229694,False,squad2,
570960cf200fba1400367f02,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
570963a5200fba1400367f33,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5a2c07d5bfd06b001a5ae980,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
570967c4ed30961900e840bc,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5a2c30dabfd06b001a5aea29,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a2c1622bfd06b001a5ae9e1,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
57096c95200fba1400367fbf,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.3333333333333333,-0.187042225850746,False,squad2,
57096e1ced30961900e84103,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
57096f37200fba1400367fe5,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57096f37200fba1400367fe6,BioMistral-7B,squad2,True,3,2.0,0.9999999999999972,0.4999999999999985,False,False,0.0,0.1999999999999999,-0.1494005459185624,False,squad2,
57096f37200fba1400367fe9,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5a2c0fb8bfd06b001a5ae9b9,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a2c0fb8bfd06b001a5ae9bb,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
57097b50200fba140036804d,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.8,-0.5273084536505243,False,squad2,
5a6374de68151a001a9222ea,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
570d2556fed7b91900d45c47,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
570d2556fed7b91900d45c4a,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
570d29c2b3d812140066d4be,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5a63888168151a001a922341,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a636c5a68151a001a9222c8,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a636c5a68151a001a9222ca,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
570d2d68fed7b91900d45cbc,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.1818181818181818,-0.1530169644666945,False,squad2,
570d2d68fed7b91900d45cbd,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5a638d2768151a001a922372,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
570d2f5bfed7b91900d45cd2,BioMistral-7B,squad2,True,3,4.0,1.9999999999999944,0.9999999999999972,False,False,0.0,0.24,-0.4023916818933521,False,squad2,
5a6395e668151a001a9223a3,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
570d32e4fed7b91900d45d01,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
570d32e4fed7b91900d45d02,BioMistral-7B,squad2,True,3,1.0,-1.6017132519074577e-15,-8.00856625953729e-16,True,False,0.0,0.6666666666666666,-0.1481822505641806,False,squad2,
570d3468b3d812140066d547,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5a63969068151a001a9223ab,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5a63969068151a001a9223ac,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a63969068151a001a9223ad,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5a63981168151a001a9223b7,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a63730568151a001a9222e0,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
570d4329fed7b91900d45dd7,BioMistral-7B,squad2,True,3,2.0,0.8112781244591301,0.405639062229565,False,True,1.0,1.0,-0.2191238657267402,False,squad2,
570d44abb3d812140066d601,BioMistral-7B,squad2,True,3,1.0,-1.6017132519074577e-15,-8.00856625953729e-16,True,False,0.0,0.2222222222222222,-0.2526382339031746,False,squad2,
5a638b3668151a001a92235e,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5a638e4468151a001a92237b,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
570d47b8b3d812140066d631,BioMistral-7B,squad2,True,3,1.0,-1.6017132519074577e-15,-8.00856625953729e-16,True,True,1.0,1.0,-0.5635905216137568,False,squad2,
570d4a6bfed7b91900d45e16,BioMistral-7B,squad2,True,3,2.0,0.8112781244591301,0.405639062229565,False,False,0.0,0.0,-0.4421342636536186,False,squad2,
5a637c6268151a001a92230e,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3551705951977055,True,squad2,
5a637c6268151a001a922311,BioMistral-7B,squad2,True,3,4.0,1.9999999999999944,0.9999999999999972,False,False,0.0,0.0,-0.1421146146586856,True,squad2,
5a637c6268151a001a922312,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
5a6381d868151a001a922323,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a6381d868151a001a922325,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a6381d868151a001a922326,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5a6391c268151a001a922390,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.2621911120044623,True,squad2,
5ad23fded7d075001a4288ff,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
5ad24a2ad7d075001a428bbc,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad25e99d7d075001a428f2e,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3122796350666745,True,squad2,
5ad25e99d7d075001a428f32,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
57107a3ea58dae1900cd69e0,BioMistral-7B,squad2,True,3,1.0,-1.6017132519074577e-15,-8.00856625953729e-16,True,False,0.0,0.1818181818181818,-0.0311535609964101,False,squad2,
57107c24a58dae1900cd69e8,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5ad24057d7d075001a42892e,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad24057d7d075001a42892f,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad24057d7d075001a428930,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.4409502743921621,True,squad2,
57107e6ca58dae1900cd69f2,BioMistral-7B,squad2,True,3,1.0,-1.6017132519074577e-15,-8.00856625953729e-16,True,False,0.0,0.5333333333333333,-0.1188989031378535,False,squad2,
57108c95b654c5140001f97b,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57108c95b654c5140001f97c,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57108d69b654c5140001f983,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad26c87d7d075001a42939b,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
57109180a58dae1900cd6a44,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5ad27081d7d075001a429456,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad25963d7d075001a428e0c,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.2780370619411769,True,squad2,
571097baa58dae1900cd6a9a,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
571098f8a58dae1900cd6ab2,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5710e8c8a58dae1900cd6b27,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad26278d7d075001a4290af,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad266f8d7d075001a42920a,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad240eed7d075001a428940,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
571112ada58dae1900cd6bce,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57111428b654c5140001fb01,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5ad24600d7d075001a428acc,BioMistral-7B,squad2,True,3,2.0,0.9999999999999972,0.4999999999999985,False,False,0.0,0.0,-0.2982405685806346,True,squad2,
5ad264d7d7d075001a429174,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
57111992b654c5140001fb46,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad26dbcd7d075001a4293d7,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad3c637604f3c001a3ff01a,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
5ad3c637604f3c001a3ff01b,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
571135b8a58dae1900cd6d11,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57113ba6b654c5140001fc1f,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad40ec6604f3c001a400131,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad3bf63604f3c001a3fef5e,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
57113c6da58dae1900cd6d36,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.1428571428571428,-0.0787149152363489,False,squad2,
57113f83b654c5140001fc2c,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad3cc47604f3c001a3ff143,BioMistral-7B,squad2,True,3,2.0,0.8112781244591301,0.405639062229565,False,False,0.0,0.0,-0.285337862536835,True,squad2,
5ad3d3af604f3c001a3ff296,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
57114667a58dae1900cd6d84,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad3ed37604f3c001a3ff7a3,BioMistral-7B,squad2,True,3,2.0,0.8112781244591301,0.405639062229565,False,False,0.0,0.0,-0.0705548363170978,True,squad2,
5ad3f03c604f3c001a3ff82c,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad3f4ed604f3c001a3ff967,BioMistral-7B,squad2,True,3,2.0,0.9999999999999972,0.4999999999999985,False,False,0.0,0.0,-0.0764701839797581,True,squad2,
5ad3fc1f604f3c001a3ffb7c,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad415fd604f3c001a400328,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.2404453697007349,True,squad2,
57114e8d50c2381900b54a5d,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
57114f0050c2381900b54a65,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
57114f0050c2381900b54a66,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
571153422419e3140095557d,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
571154c72419e31400955588,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
571155ae2419e31400955592,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
571156152419e3140095559c,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad41813604f3c001a4003de,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
57115b2850c2381900b54a82,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57115bf350c2381900b54a96,BioMistral-7B,squad2,True,3,1.0,-1.6017132519074577e-15,-8.00856625953729e-16,True,False,0.0,0.1538461538461538,-0.1186133327547885,False,squad2,
57115bf350c2381900b54a97,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad3d7e0604f3c001a3ff35e,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
57115dbe2419e314009555a7,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5ad3ee11604f3c001a3ff7d9,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
57115f652419e314009555bb,BioMistral-7B,squad2,True,3,4.0,1.9999999999999944,0.9999999999999972,False,False,0.0,0.1666666666666666,-0.0885140137276797,False,squad2,
5ad3f689604f3c001a3ff9e4,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
5ad3c3bc604f3c001a3fefa0,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5711619950c2381900b54ab0,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5711623e50c2381900b54aba,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5711658e50c2381900b54ad8,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5711669550c2381900b54ae3,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
571c3e8cdd7acb1400e4c0a9,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5ad22a96d7d075001a4285dd,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
571c7abfdd7acb1400e4c0bc,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
571c7abfdd7acb1400e4c0bd,BioMistral-7B,squad2,True,3,2.0,0.8112781244591301,0.405639062229565,False,True,1.0,1.0,-0.2078590510381478,False,squad2,
571cebc05efbb31900334e49,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5ad26235d7d075001a429083,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad23e1bd7d075001a4288b4,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad23e1bd7d075001a4288b5,BioMistral-7B,squad2,True,3,4.0,1.9999999999999944,0.9999999999999972,False,False,0.0,0.0,-0.0756082542549378,True,squad2,
5ad23e1bd7d075001a4288b8,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad22b87d7d075001a428601,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
571c8539dd7acb1400e4c0e4,BioMistral-7B,squad2,True,3,4.0,1.9999999999999944,0.9999999999999972,False,False,0.0,0.888888888888889,-0.2069240826200588,False,squad2,
571c8eb9dd7acb1400e4c0f6,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad24ce8d7d075001a428c0c,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad24ff3d7d075001a428ca4,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.5122664060909301,True,squad2,
571caac55efbb31900334dc9,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad245f9d7d075001a428ac1,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5ad245f9d7d075001a428ac3,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad254a5d7d075001a428d25,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
571cca4add7acb1400e4c152,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5ad25bf3d7d075001a428e95,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad25f35d7d075001a428f6b,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad25e70d7d075001a428f1f,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5ad261bad7d075001a429052,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3114931340549244,True,squad2,
571cda1bdd7acb1400e4c196,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.2857142857142857,-0.1350419856390886,False,squad2,
5ad26530d7d075001a4291a1,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5a38aa28a4b263001a8c1882,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a38aa28a4b263001a8c1883,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5a38ab9fa4b263001a8c188d,BioMistral-7B,squad2,True,3,4.0,1.9999999999999944,0.9999999999999972,False,False,0.0,0.0,-0.1568534349404318,True,squad2,
5a75054b97ca42001a521dd0,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
5a38ace7a4b263001a8c1897,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
5a75082a97ca42001a521df6,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
57261dab38643c19005ad037,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57261dab38643c19005ad039,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
5a38b468a4b263001a8c18b4,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
57261f9f271a42140099d4a9,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57261f9f271a42140099d4ab,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
57261f9f271a42140099d4ac,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5a38b5bca4b263001a8c18bd,BioMistral-7B,squad2,False,0,,,,,,,,,True,squad2,
5a38b819a4b263001a8c18c6,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3230019832798423,True,squad2,
5a38bbe3a4b263001a8c18e5,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
572650325951b619008f6fa9,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
572650325951b619008f6fab,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5a38c34ea4b263001a8c190e,BioMistral-7B,squad2,True,3,2.0,0.9999999999999972,0.4999999999999985,False,False,0.0,0.0,-0.1420030774362899,True,squad2,
57265526708984140094c2c1,BioMistral-7B,squad2,True,3,1.0,-1.6017132519074577e-15,-8.00856625953729e-16,True,False,0.0,0.3636363636363636,-0.0972543956061971,False,squad2,
57265bdfdd62a815002e82a1,BioMistral-7B,squad2,False,0,,,,,,,,,False,squad2,
57265e11708984140094c3bc,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
57268b43dd62a815002e88f2,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5725c3a9ec44d21400f3d505,BioMistral-7B,squad2,False,1,,,,,,,,,False,squad2,
5725c3a9ec44d21400f3d506,BioMistral-7B,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.125,-0.0686292474080498,False,squad2,
5ad10e0f645df0001a2d0b75,BioMistral-7B,squad2,False,2,,,,,,,,,True,squad2,
5725c743ec44d21400f3d54b,BioMistral-7B,squad2,False,2,,,,,,,,,False,squad2,
5ad10ece645df0001a2d0b9a,BioMistral-7B,squad2,False,1,,,,,,,,,True,squad2,
