dataset,part,method,term,coef,ci_low,ci_high,pvalue,significant,is_linguistic
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),mean_changed_tokens_n_z,0.06186211830455913,-0.05268839432243829,0.17641263093155654,0.2898442330533363,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),mean_semantic_shift_z,0.42535495499378423,0.3496185178890835,0.501091392098485,3.51030479018271e-28,True,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),n_accepted_perts_z,0.2182038384017127,0.13680277607828076,0.2996049007251447,1.48925436951634e-07,True,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_back_translation,-0.44150639805160563,-1.2616574430748315,0.37864464697162026,0.2913822285762281,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_controlled_paraphrase,-0.6481381993266843,-1.3888133679594379,0.09253696930606936,0.08632799667314466,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_synonym_substitution,0.08561164744028027,-0.87801024816922,1.0492335430497806,0.8617630806718972,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),catshare_function_word,-0.3356312094466898,-1.5030037874574984,0.8317413685641188,0.5730882583820596,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),catshare_mixed,-0.03653262952336234,-0.6239481533696952,0.5508828943229706,0.9029826840153645,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),catshare_modifier,-0.5511903813410294,-1.2142567433919644,0.11187598070990568,0.10325614072378399,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),catshare_noun,-0.2018906397487647,-0.7116663102981624,0.30788503080063306,0.43761873813076757,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),catshare_unknown,0.17334439305182814,-1.2666631958984917,1.613351982002148,0.8134827978903043,False,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,Intercept,-0.4985951531888982,-0.836217877187879,-0.1609724291899174,0.0037983611770001165,True,False
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.BioBERT],-0.050526960207346885,-0.14582720681056224,0.04477328639586847,0.29873609751277097,False,False
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.BioMistral-7B],0.08486182766698337,-0.01524410184711096,0.18496775718107772,0.09661282034585056,False,False
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.FLAN-T5-base],0.09515070027895939,-0.00675590964761677,0.19705731020553555,0.0672457577584702,False,False
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.Llama3-OpenBioLLM-8B],0.3090517773860449,0.2054704592121099,0.41263309555997985,4.978996284408071e-09,True,False
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.Meta-Llama-3-8B-Instruct],0.06958904336125972,-0.031621860832248785,0.17079994755476824,0.17778642127830846,False,False
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.Mistral-7B-Instruct-v0.1],0.0611464172452954,-0.0425086833803228,0.1648015178709136,0.2476042982898926,False,False
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.PubMedBERT],-0.1599339184501372,-0.2555851467832255,-0.06428269011704887,0.001048556093285835,True,False
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,mean_lexical_change_magnitude_z,0.038076998074772744,-0.0014104740664799345,0.07756447021602542,0.05876398058016615,False,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,mention_char_len_z,0.027913306065780658,0.004447334658279376,0.05137927747328194,0.01973113522865736,True,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,mean_changed_tokens_n_z,-0.03989725587357299,-0.07769696284721625,-0.0020975488999297257,0.038571935150570114,True,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,mean_semantic_shift_z,0.0644757434354136,0.036534305934410455,0.09241718093641674,6.106199078021905e-06,True,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,n_accepted_perts_z,-0.18824232024918922,-0.22177997453619727,-0.15470466596218116,3.778633593165773e-28,True,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,share_back_translation,-0.3425425531932057,-0.6312483811369978,-0.053836725249413686,0.02004789207435388,True,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,share_controlled_paraphrase,-0.2837021267240403,-0.5484889543111979,-0.018915299136882724,0.03573096313349783,True,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,share_synonym_substitution,-0.10655617550105456,-0.4645813689511487,0.2514690179490396,0.5596722418544159,False,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,catshare_function_word,0.3683982331303442,-0.002348511496595207,0.7391449777572836,0.051469010294790084,False,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,catshare_mixed,0.33099363495093764,0.07379679333409922,0.5881904765677761,0.011657990545186923,True,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,catshare_modifier,0.07050586690585886,-0.17453017740687157,0.3155419112185893,0.5727857091090002,False,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,catshare_noun,0.14295061754050095,-0.08003794415950755,0.36593917924050945,0.2089462274308047,False,True
MedMentions,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,catshare_unknown,-0.21414845727440418,-0.6373308798238264,0.209033965275018,0.321282488076851,False,True
