instance_id,model_name,mean_accuracy_full,mapping_confidence,pool_config,n_variants,n_assigned,n_unassigned,m_accepted,all_unassigned,n_clusters_full,semantic_entropy_full,normalised_semantic_entropy_full,dominant_cluster_full,is_zero_entropy,n_variants_mesh,n_clusters_mesh,cluster_distribution,semantic_entropy_mesh,normalised_semantic_entropy_mesh,mean_accuracy_mesh,dominant_cluster_mesh,instability_flag,n_retrieval_rows,margin_original,margin_mean,margin_min,s1_mean,s2_mean
mm_0001924,Llama3-OpenBioLLM-8B,0.0,0.9999998807907104,sapbert_full_len3,6,6,0,5,False,3,1.584962500721156,0.6131471927654584,C0032042,False,,,,,,,,,6.0,7.152557373046875e-07,0.0454404950141906,4.172325134277344e-07,0.9999996423721312,0.9545591473579408
mm_0001924,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,6,6,0,5,False,3,1.4591479170272446,0.5644754678724235,C3259042,False,,,,,,,,,6.0,5.364418029785156e-07,0.0091921786467234,5.364418029785156e-07,1.0,0.990807831287384
mm_0001924,Mistral-7B-Instruct-v0.1,0.0,0.9999999403953552,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C0087111,False,,,,,,,,,6.0,1.1920928955078125e-07,0.0657499233881632,1.1920928943975897e-07,0.9999998410542806,0.9342498779296876
mm_0001924,PubMedBERT,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C1839576,True,6.0,1.0,"{""C1839576"": 6}",-0.0,-0.0,0.0,C1839576,0.0,6.0,-0.6046314239501953,-0.6046314239501953,-0.6046314239501953,0.39536818861961365,0.9999995827674866
mm_0002001,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1839576,True,7.0,1.0,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0.0,7.0,-0.7457009553909302,-0.7457009553909302,-0.7457009553909302,0.2542988359928131,0.9999997019767761
mm_0002001,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1707887,True,7.0,1.0,"{""UMLS:C1707887"": 7}",-0.0,-0.0,0.0,UMLS:C1707887,0.0,7.0,-0.7431169748306274,-0.7431169748306274,-0.7431169748306274,0.25688278675079346,0.9999997019767761
mm_0002001,BioMistral-7B,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1424622,True,,,,,,,,,7.0,1.7881393421514957e-07,3.320830208756017e-07,1.7881393421514957e-07,0.9999999744551522,0.9999995827674866
mm_0002001,FLAN-T5-base,0.0,0.9999998807907104,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0444764,True,,,,,,,,,7.0,0.0389328598976135,0.0389328088079179,0.0389328002929686,0.999999829701015,0.9610670804977416
mm_0002001,Llama3-OpenBioLLM-8B,0.0,0.9999997615814208,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.3074497498641964,C0439669,False,,,,,,,,,7.0,0.0807224512100218,0.1189263888767787,0.0807224512100218,0.999999965940203,0.881073534488678
mm_0002001,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0000768,True,,,,,,,,,7.0,0.1981972455978393,0.1965219463620867,0.1488402485847473,1.0,0.8034780621528625
mm_0002001,Mistral-7B-Instruct-v0.1,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,4,1.9502120649147463,0.6946795539074094,C0444764,False,,,,,,,,,7.0,0.0389328002929686,0.0402491859027316,1.7881393421514957e-07,0.999999863760812,0.9597506523132324
mm_0002001,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1839576,True,7.0,1.0,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0.0,7.0,-0.7457009553909302,-0.7457009553909302,-0.7457009553909302,0.2542988359928131,0.9999997019767761
mm_0002381,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1739108,False,5.0,2.0,"{""UMLS:C1257990"": 2, ""C1739108"": 3}",0.9709505944546686,0.4181656600790516,0.0,C1739108,0.0,5.0,-0.747867226600647,-0.743209958076477,-0.747867226600647,0.25678956508636475,0.9999994039535522
mm_0002381,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C5392105,True,5.0,1.0,"{""C5392105"": 5}",-0.0,-0.0,0.0,C5392105,0.0,5.0,-0.3736937642097473,-0.3736937642097473,-0.3736937642097473,0.6263056993484497,0.9999994039535522
mm_0002381,BioMistral-7B,1.0,0.9999999403953552,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0338656,True,,,,,,,,,5.0,0.0319454073905944,0.0319454073905944,0.0319454073905944,0.9999999403953552,0.9680545926094056
mm_0002381,FLAN-T5-base,1.0,0.9999999403953552,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0338656,True,,,,,,,,,5.0,0.0319454073905944,0.0319454073905944,0.0319454073905944,0.9999999403953552,0.9680545926094056
mm_0002381,Llama3-OpenBioLLM-8B,1.0,0.9999999403953552,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C0338656,False,,,,,,,,,5.0,0.0319454073905944,0.0472946763038635,5.960464477539062e-07,0.9999999403953552,0.9527052044868468
mm_0002381,Meta-Llama-3-8B-Instruct,1.0,0.9999999403953552,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0338656,True,,,,,,,,,5.0,0.0319454073905944,0.0319454073905944,0.0319454073905944,0.9999999403953552,0.9680545926094056
mm_0002381,Mistral-7B-Instruct-v0.1,1.0,0.9999999403953552,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C0338656,False,,,,,,,,,5.0,0.0319454073905944,0.0563089489936828,0.0319454073905944,0.9962278485298156,0.9399188756942748
mm_0002381,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1839576,True,5.0,1.0,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0.0,5.0,-0.7774165868759155,-0.7774165868759155,-0.7774165868759155,0.2225828915834427,0.9999994039535522
mm_0003169,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1447749,True,5.0,1.0,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0.0,5.0,-0.6659769415855408,-0.6659769415855408,-0.6659769415855408,0.334022581577301,0.9999995231628418
mm_0003169,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1447749,True,5.0,1.0,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0.0,5.0,-0.6659769415855408,-0.6659769415855408,-0.6659769415855408,0.334022581577301,0.9999995231628418
mm_0003169,BioMistral-7B,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1438411,True,,,,,,,,,5.0,3.5762786865234375e-07,4.529953002929688e-07,3.5762786865234375e-07,0.999999976158142,0.9999995231628418
mm_0003169,FLAN-T5-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,3,1.521928094887362,0.6554587535412855,C0025517,False,,,,,,,,,5.0,0.0665206313133239,0.1539477944374084,0.0574490427970886,0.9999999642372132,0.8460521697998047
mm_0003169,Llama3-OpenBioLLM-8B,0.0,0.9905428290367126,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1516924,True,,,,,,,,,5.0,0.118006944656372,0.0708043098449707,3.5762786865234375e-07,0.9943256497383116,0.9235213398933412
mm_0003169,Meta-Llama-3-8B-Instruct,0.0,0.9905428290367126,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1516924,True,,,,,,,,,5.0,0.118006944656372,0.1180070400238037,0.118006944656372,0.9905429244041444,0.8725358843803406
mm_0003169,Mistral-7B-Instruct-v0.1,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1516924,False,,,,,,,,,5.0,3.5762786865234375e-07,0.094392967224121,3.5762786865234375e-07,0.999999976158142,0.905607044696808
mm_0003169,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1447749,True,5.0,1.0,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0.0,5.0,-0.6659769415855408,-0.6659769415855408,-0.6659769415855408,0.334022581577301,0.9999995231628418
mm_0004408,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1257990,True,5.0,1.0,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,5.0,-0.4467780292034149,-0.44677799940109253,-0.4467780292034149,0.34918078780174255,0.7959588170051575
mm_0004408,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1257990,True,5.0,1.0,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,5.0,-0.4467780292034149,-0.44677799940109253,-0.4467780292034149,0.34918078780174255,0.7959588170051575
mm_0004408,BioMistral-7B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0025424,True,,,,,,,,,5.0,0.0488278865814209,0.0488278865814209,0.0488278865814209,1.0,0.9511720538139344
mm_0004408,FLAN-T5-base,0.0,0.9049180746078492,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C1720692,False,,,,,,,,,5.0,0.0243472456932068,0.0194778203964234,1.1920928943975897e-07,0.9239344239234925,0.904456615447998
mm_0004408,Llama3-OpenBioLLM-8B,0.0,0.9605551958084106,sapbert_full_len3,5,5,0,4,False,3,1.521928094887362,0.6554587535412855,C0025519,False,,,,,,,,,5.0,-0.014154314994812,-0.0116482496261596,-0.0220437049865722,0.9346903562545776,0.9463386535644532
mm_0004408,Meta-Llama-3-8B-Instruct,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0600688,True,,,,,,,,,5.0,5.364418029785156e-07,4.887580870693853e-07,4.768371580921027e-07,0.9999998331069946,0.9999993443489076
mm_0004408,Mistral-7B-Instruct-v0.1,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0025424,False,,,,,,,,,5.0,0.0488277673721313,0.0292967081069946,1.1920928955078125e-07,0.9999998807907104,0.970703125
mm_0004408,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1447749,True,5.0,1.0,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0.0,5.0,-0.41180580854415894,-0.41180580854415894,-0.41180580854415894,0.38415300846099854,0.7959588170051575
mm_0004613,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C3714500,True,5.0,1.0,"{""C3714500"": 5}",-0.0,-0.0,0.0,C3714500,0.0,5.0,-0.6544387340545654,-0.6544387340545654,-0.6544387340545654,0.3455609381198883,0.9999996423721313
mm_0004613,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1707887,False,5.0,2.0,"{""UMLS:C1257990"": 2, ""UMLS:C1707887"": 3}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C1707887,0.0,5.0,-0.6507734060287476,-0.7093216776847839,-0.7483538389205933,0.2906779646873474,0.9999996423721313
mm_0004613,BioMistral-7B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C0163159,False,,,,,,,,,5.0,0.0260574221611022,0.0260974884033203,0.0260574221611022,0.999999976158142,0.9739025235176086
mm_0004613,FLAN-T5-base,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0036442,True,,,,,,,,,5.0,0.0262577533721923,0.0262577533721923,0.0262577533721923,0.9999998807907104,0.973742127418518
mm_0004613,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,3,1.3709505944546687,0.5904362833084089,C0871117,False,,,,,,,,,5.0,0.0260574221611022,0.1001338720321655,0.0260574221611022,1.0,0.8998661041259766
mm_0004613,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0700327,True,,,,,,,,,5.0,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,1.0,0.9999996423721312
mm_0004613,Mistral-7B-Instruct-v0.1,0.0,0.9999997615814208,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0700327,True,,,,,,,,,5.0,1.1920928943975897e-07,1.1920928943975897e-07,1.1920928943975897e-07,0.9999997615814208,0.9999996423721312
mm_0004613,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C1839576,False,5.0,2.0,"{""C1839576"": 4, ""C1447749"": 1}",0.7219280948873623,0.3109175070825711,0.0,C1839576,0.0,5.0,-0.6722776889801025,-0.6644067168235779,-0.6722776889801025,0.33559292554855347,0.9999996423721313
mm_0007146,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1257990,False,5.0,2.0,"{""UMLS:C1257990"": 3, ""UMLS:C0242193"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C1257990,0.0,5.0,-0.6206159591674805,-0.609070360660553,-0.6206159591674805,0.3425162732601166,0.9515866041183472
mm_0007146,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1257990,True,5.0,1.0,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,5.0,-0.6206159591674805,-0.6206159591674805,-0.6206159591674805,0.3309706747531891,0.9515866041183472
mm_0007146,BioMistral-7B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0023928,False,,,,,,,,,5.0,0.0373140573501586,0.0428913354873657,0.0373140573501586,0.9842791080474852,0.9413877725601196
mm_0007146,FLAN-T5-base,0.0,0.9765360951423644,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C4552474,False,,,,,,,,,5.0,0.0758164525032042,0.060415494441986,0.0373140573501586,0.9859216570854188,0.9255062341690063
mm_0007146,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0023928,True,,,,,,,,,5.0,0.0372673273086547,0.0372859239578247,0.0372672080993652,0.9999999046325684,0.9627140164375304
mm_0007146,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0023928,True,,,,,,,,,5.0,0.0372673273086547,0.0372672319412231,0.0372672080993652,0.9999999046325684,0.9627326726913452
mm_0007146,Mistral-7B-Instruct-v0.1,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0023928,False,,,,,,,,,5.0,0.0372672080993652,0.0617719411849975,0.0372672080993652,0.9999997854232788,0.9382278323173524
mm_0007146,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1447749,False,5.0,2.0,"{""C1447749"": 3, ""C1839576"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0.0,5.0,-0.6029303669929504,-0.6178974509239197,-0.6403481364250183,0.3336891233921051,0.9515866041183472
mm_0007303,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,7.0,-0.7579535841941833,-0.7579535841941833,-0.7579535841941833,0.2420460432767868,0.9999996423721313
mm_0007303,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C2935436,True,7.0,1.0,"{""C2935436"": 7}",-0.0,-0.0,0.0,C2935436,0.0,7.0,-0.6067565679550171,-0.6067565679550171,-0.6067565679550171,0.39324307441711426,0.9999996423721313
mm_0007303,BioMistral-7B,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342516,0.3509453429964405,C1700874,False,,,,,,,,,7.0,2.980232238769531e-07,0.0624709384781973,2.980232238769531e-07,0.9910698788506644,0.928598940372467
mm_0007303,FLAN-T5-base,0.0,0.8578688502311707,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342516,0.3509453429964405,C1540289,False,,,,,,,,,7.0,-0.0002092719078063,0.0521253517695835,-0.0002092719078063,0.9187822001320975,0.8666568398475647
mm_0007303,Llama3-OpenBioLLM-8B,0.0,0.9999998807907104,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0282460,True,,,,,,,,,7.0,0.0227792263031005,0.0227792263031005,0.0227792263031005,0.9999998807907104,0.9772205948829652
mm_0007303,Meta-Llama-3-8B-Instruct,0.0,0.9613177180290222,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0007134,True,,,,,,,,,7.0,3.206729888916016e-05,-8.399145943784246e-05,-0.0003417134284973,0.9421469909804208,0.9422309994697572
mm_0007303,Mistral-7B-Instruct-v0.1,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1700874,True,,,,,,,,,7.0,0.121904671192169,0.1219048244612557,0.121904671192169,0.9999999744551522,0.8780951499938965
mm_0007303,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1839576,True,7.0,1.0,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0.0,7.0,-0.6445180177688599,-0.6445180177688599,-0.6445180177688599,0.3554816246032715,0.9999996423721313
mm_0007332,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1839576,False,5.0,2.0,"{""C1839576"": 3, ""C1739108"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0.0,5.0,-0.6869110465049744,-0.6830289959907532,-0.6869110465049744,0.3169705271720886,0.9999995231628418
mm_0007332,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C5392105,True,5.0,1.0,"{""C5392105"": 5}",-0.0,-0.0,0.0,C5392105,0.0,5.0,-0.6207307577133179,-0.6207307577133179,-0.6207307577133179,0.37926873564720154,0.9999995231628418
mm_0007332,BioMistral-7B,1.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0015672,True,,,,,,,,,5.0,0.0371155738830566,0.0371155738830566,0.0371155738830566,1.0,0.9628844261169434
mm_0007332,FLAN-T5-base,1.0,1.0,sapbert_full_len3,5,5,0,4,False,3,1.3709505944546687,0.5904362833084089,C0015672,False,,,,,,,,,5.0,0.1664215922355651,0.0481372117996215,3.5762786865234375e-07,1.0,0.9518628120422364
mm_0007332,Llama3-OpenBioLLM-8B,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C0041755,False,,,,,,,,,5.0,0.0653449296951294,0.0522758960723876,1.1920928943975897e-07,0.9999997854232788,0.9477238655090332
mm_0007332,Meta-Llama-3-8B-Instruct,0.0,0.9999999403953552,sapbert_full_len3,5,5,0,4,False,4,1.9219280948873625,0.8277293767706428,C0559546,False,,,,,,,,,5.0,0.0623180270195007,0.0412362456321715,1.1920928943975897e-07,0.9999997973442076,0.958763599395752
mm_0007332,Mistral-7B-Instruct-v0.1,1.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0015672,True,,,,,,,,,5.0,0.037115454673767,0.037115454673767,0.037115454673767,0.9999998807907104,0.9628844261169434
mm_0007332,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1839576,True,5.0,1.0,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0.0,5.0,-0.6869110465049744,-0.6869110465049744,-0.6869110465049744,0.31308847665786743,0.9999995231628418
mm_0007533,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1431519,False,5.0,2.0,"{""C1431519"": 3, ""UMLS:C1283169"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1431519,0.0,5.0,-0.4258723855018616,-0.44750547409057617,-0.4799550473690033,0.4028905928134918,0.8503960371017456
mm_0007533,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C1447749,False,5.0,2.0,"{""C0265267"": 1, ""C1447749"": 4}",0.7219280948873623,0.3109175070825711,0.0,C1447749,0.0,5.0,-0.4691694974899292,-0.4741761088371277,-0.4754277467727661,0.3762199282646179,0.8503960371017456
mm_0007533,BioMistral-7B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0031865,False,,,,,,,,,5.0,0.1589183807373047,0.1184910774230957,0.0578501224517822,0.9242963552474976,0.8058053255081177
mm_0007533,FLAN-T5-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0031865,True,,,,,,,,,5.0,0.1588653326034546,0.1588652372360229,0.158865213394165,0.9999999046325684,0.8411346673965454
