dataset,part,method,term,coef,ci_low,ci_high,pvalue,significant,is_linguistic
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),n_accepted_perts_z,0.17663691784887492,0.1430033782958423,0.21027045740190753,7.549814119350565e-25,True,True
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_back_translation,-0.46311617775670666,-0.7535762492056637,-0.17265610630774958,0.0017779818056180854,True,True
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_controlled_paraphrase,-0.23046411298888794,-0.49609097153526105,0.03516274555748519,0.08903487292045696,False,True
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_synonym_substitution,0.3428442229446268,-0.03950543823945746,0.7251938841287111,0.07884028320247302,False,True
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,Intercept,0.4779393188186292,0.4538027712864552,0.5020758663508033,0.0,True,False
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,C(model_name)[T.BioBERT],0.022480317418763728,0.013167024242811238,0.03179361059471622,2.2348478591275393e-06,True,False
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,C(model_name)[T.BioMistral-7B],-0.04103527912815577,-0.04946411730609533,-0.03260644095021621,1.4015272570085793e-21,True,False
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,C(model_name)[T.FLAN-T5-base],-0.05419509412979653,-0.06282395396817211,-0.04556623429142094,8.011884412193079e-35,True,False
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,C(model_name)[T.Llama3-OpenBioLLM-8B],0.04855676224735784,0.04058454167484199,0.05652898281987369,7.532964701048312e-33,True,False
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,C(model_name)[T.Meta-Llama-3-8B-Instruct],-0.03300313670756121,-0.041376571281526386,-0.02462970213359604,1.1183475827501925e-14,True,False
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,C(model_name)[T.Mistral-7B-Instruct-v0.1],-0.05965778189318679,-0.06826122545184748,-0.05105433833452609,4.5450589317040835e-42,True,False
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,C(model_name)[T.PubMedBERT],0.01872199912772604,0.009370518551166893,0.02807347970428519,8.71203590759123e-05,True,False
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,mean_lexical_change_magnitude_z,0.006983898106154664,0.0036683515060979147,0.010299444706211414,3.651591708282747e-05,True,True
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,mention_char_len_z,0.009408268804851494,0.00703873568598827,0.011777801923714717,7.134846059333503e-15,True,True
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,n_accepted_perts_z,-0.029066187589945083,-0.032049931972596264,-0.0260824432072939,2.8861218343626586e-81,True,True
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,share_back_translation,-0.018986087730329684,-0.04333987390079705,0.005367698440137684,0.12651801381233488,False,True
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,share_controlled_paraphrase,0.026360628654057625,0.0046182525176087265,0.048103004790506526,0.017488384485274518,True,True
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,share_synonym_substitution,0.04177806138996617,0.008440300822146002,0.07511582195778634,0.014042333034697804,True,True
CADEC,magnitude_nonzero,MixedLM (RE intercept: instance_id; model_name fixed). Crossed RE for model_name not identified separately — FE used.,Group Var,0.07666398663636975,0.06377709179275194,0.08955088147998756,2.045154779320695e-31,True,False
