instance_id,model_name,domain,pair,normalised_entropy,m_accepted,accuracy,mapping_confidence,dominant_cui,n_unassigned,m_distinct,normalised_entropy_dedup,semantic_entropy_dedup,dominant_cui_dedup,n_unassigned_dedup,n_duplicate_variants,retained_m_accepted,retained_m_distinct
cadec_ARTHROTEC.110_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C0948782,0,4,-0.0,-0.0,C0948782,0,2,True,True
cadec_ARTHROTEC.110_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.999999463558197,C0025323,0,5,-0.0,-0.0,C0025323,0,1,True,True
cadec_ARTHROTEC.110_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.5,3,0,0.9999995231628418,C1704754,0,2,0.579380164285695,0.9182958340544896,C1704754,0,1,True,False
cadec_ARTHROTEC.110_TT6,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,0,True,True
cadec_ARTHROTEC.110_TT7,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.110_TT8,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999995827674866,C0030193,0,3,-0.0,-0.0,C0030193,0,1,True,True
cadec_ARTHROTEC.111_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.8277293767706428,4,0,0.9999993443489075,C1704754,0,3,1.0,2.0,C4288430,0,1,True,True
cadec_ARTHROTEC.111_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.111_TT4,BERT-base,general,pair1_biobert_vs_bertbase,0.4841962570206112,5,0,0.9999973773956299,C3260384,0,3,0.75,1.5,C3260384,0,2,True,True
cadec_ARTHROTEC.112_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.999999463558197,C0009806,0,4,-0.0,-0.0,C0009806,0,0,True,True
cadec_ARTHROTEC.112_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.8426986932754517,C0516513,0,3,0.75,1.5,C0516513,0,1,True,True
cadec_ARTHROTEC.113_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.49113258984568253,6,0,0.9999988079071045,C0497172,0,4,0.6554587535412855,1.5219280948873621,C3475922,0,2,True,True
cadec_ARTHROTEC.113_TT9,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.9999988079071045,C3898964,0,3,0.75,1.5,C3898964,0,1,True,True
cadec_ARTHROTEC.113_TT3,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.9999973773956299,C4034714,0,3,0.75,1.5,C4034714,0,1,True,True
cadec_ARTHROTEC.113_TT10,BERT-base,general,pair1_biobert_vs_bertbase,0.75,3,0,0.9999986290931702,C3263491,0,2,1.0,1.584962500721156,C3175076,0,1,True,False
cadec_ARTHROTEC.113_TT11,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,3,1,0.9999997019767761,C0030193,0,2,-0.0,-0.0,C0030193,0,1,True,False
cadec_ARTHROTEC.113_TT12,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999997019767761,C0030193,0,5,-0.0,-0.0,C0030193,0,1,True,True
cadec_ARTHROTEC.113_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.5904362833084089,4,0,0.9999984502792358,C3174693,0,3,0.75,1.5,C3174693,0,1,True,True
cadec_ARTHROTEC.113_TT6,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,5,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.113_TT7,BERT-base,general,pair1_biobert_vs_bertbase,0.7420981285103057,5,0,0.9999986290931702,C5141787,0,4,0.8277293767706428,1.9219280948873623,C5141787,0,1,True,True
cadec_ARTHROTEC.114_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.999997079372406,C4289305,0,3,0.75,1.5,C4289305,0,1,True,True
cadec_ARTHROTEC.114_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,2,True,True
cadec_ARTHROTEC.114_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,7,0,0.9999996423721313,C0020538,0,5,-0.0,-0.0,C0020538,0,2,True,True
cadec_ARTHROTEC.114_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,7,0,0.9999995231628418,C1704754,0,5,-0.0,-0.0,C1704754,0,2,True,True
cadec_ARTHROTEC.115_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C0344375,0,3,-0.0,-0.0,C0344375,0,1,True,True
cadec_ARTHROTEC.115_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.5904362833084089,4,0,0.999999463558197,C0000729,0,3,0.75,1.5,C0000729,0,1,True,True
cadec_ARTHROTEC.115_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999997019767761,C0030193,0,4,-0.0,-0.0,C0030193,0,2,True,True
cadec_ARTHROTEC.116_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.30744974986419643,6,1,0.999999463558197,C0038999,0,3,0.4056390622295664,0.8112781244591328,C0038999,0,3,True,True
cadec_ARTHROTEC.116_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999995231628418,C0043094,0,2,-0.0,-0.0,C0043094,0,2,True,False
cadec_ARTHROTEC.116_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.4056390622295664,3,1,0.9999995827674866,C0030193,0,2,0.579380164285695,0.9182958340544896,C0030193,0,1,True,False
cadec_ARTHROTEC.117_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.117_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999992847442627,C3260385,0,3,-0.0,-0.0,C3260385,0,1,True,True
cadec_ARTHROTEC.117_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999992847442627,C3260385,0,3,-0.0,-0.0,C3260385,0,1,True,True
cadec_ARTHROTEC.117_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999994039535522,C0011991,0,3,-0.0,-0.0,C0011991,0,1,True,True
cadec_ARTHROTEC.118_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999997019767761,C0030193,0,3,-0.0,-0.0,C0030193,0,1,True,True
cadec_ARTHROTEC.118_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.119_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,2,True,True
cadec_ARTHROTEC.12_TT2,BERT-base,general,pair1_biobert_vs_bertbase,1.0,3,0,0.9999986290931702,C3262100,0,3,1.0,2.0,C3262100,0,0,True,True
cadec_ARTHROTEC.120_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999982118606567,C2366929,0,3,-0.0,-0.0,C2366929,0,1,True,True
cadec_ARTHROTEC.120_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999991655349731,C0027497,0,3,-0.0,-0.0,C0027497,0,1,True,True
cadec_ARTHROTEC.120_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999982118606567,C2366929,0,3,-0.0,-0.0,C2366929,0,1,True,True
cadec_ARTHROTEC.120_TT8,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,5,1,0.9999997019767761,C0030193,0,4,-0.0,-0.0,C0030193,0,1,True,True
cadec_ARTHROTEC.120_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.999998152256012,C3482095,0,4,-0.0,-0.0,C3482095,0,2,True,True
cadec_ARTHROTEC.121_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.9999992847442627,C2129115,0,2,1.0,1.584962500721156,C0476206,0,2,True,False
cadec_ARTHROTEC.121_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999997019767761,C0009676,0,3,-0.0,-0.0,C0009676,0,1,True,True
cadec_ARTHROTEC.121_TT7,BERT-base,general,pair1_biobert_vs_bertbase,0.6562657890890309,6,0,0.9999992847442627,C5936338,0,4,0.8277293767706428,1.9219280948873623,C5936338,0,2,True,True
cadec_ARTHROTEC.121_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.8710490642551527,5,0,0.9999992847442627,C5686417,0,4,1.0,2.321928094887362,C5830621,0,1,True,True
cadec_ARTHROTEC.121_TT6,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999994039535522,C4020846,0,2,-0.0,-0.0,C4020846,0,2,True,False
cadec_ARTHROTEC.122_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,3,0,0.9999985694885254,C5444665,0,2,-0.0,-0.0,C5444665,0,1,True,False
cadec_ARTHROTEC.122_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,3,0,0.9999985694885254,C5444665,0,2,-0.0,-0.0,C5444665,0,1,True,False
cadec_ARTHROTEC.122_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,3,0,0.9999985694885254,C5444665,0,2,-0.0,-0.0,C5444665,0,1,True,False
cadec_ARTHROTEC.122_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.31091750708257115,4,0,0.9999991655349731,C3475863,0,3,0.4056390622295664,0.8112781244591328,C3475863,0,1,True,True
cadec_ARTHROTEC.122_TT6,BERT-base,general,pair1_biobert_vs_bertbase,0.31091750708257115,4,0,0.9999991655349731,C3475863,0,3,0.4056390622295664,0.8112781244591328,C3475863,0,1,True,True
cadec_ARTHROTEC.122_TT7,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.9999984502792358,C3261517,0,3,0.4056390622295664,0.8112781244591328,C3261517,0,1,True,True
cadec_ARTHROTEC.122_TT9,BERT-base,general,pair1_biobert_vs_bertbase,0.30744974986419643,6,1,0.9999996423721313,C0019080,0,4,0.31091750708257115,0.7219280948873623,C0019080,0,2,True,True
cadec_ARTHROTEC.123_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,3,0,0.9999995231628418,C1704754,0,2,-0.0,-0.0,C1704754,0,1,True,False
cadec_ARTHROTEC.123_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C1704754,0,5,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.123_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.124_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.30744974986419643,6,0,0.9999995231628418,C0344375,0,4,0.31091750708257115,0.7219280948873623,C0344375,0,2,True,True
cadec_ARTHROTEC.124_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.999999463558197,C1414950,0,5,-0.0,-0.0,C1414950,0,1,True,True
cadec_ARTHROTEC.124_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.999999463558197,C0009806,0,4,-0.0,-0.0,C0009806,0,2,True,True
cadec_ARTHROTEC.124_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999993443489075,C0018681,0,5,-0.0,-0.0,C0018681,0,1,True,True
cadec_ARTHROTEC.124_TT6,BERT-base,general,pair1_biobert_vs_bertbase,0.49113258984568253,6,0,0.9999991655349731,C2029737,0,4,0.5904362833084089,1.3709505944546687,C2029737,0,2,True,True
cadec_ARTHROTEC.124_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.21075809614719848,6,0,0.9999986886978149,C2049717,0,4,0.31091750708257115,0.7219280948873623,C2049717,0,2,True,True
cadec_ARTHROTEC.125_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.9999991059303284,C3475970,0,3,0.75,1.5,C3475970,0,1,True,True
cadec_ARTHROTEC.125_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.999999463558197,C0042963,0,3,-0.0,-0.0,C0042963,0,1,True,True
cadec_ARTHROTEC.125_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999994039535522,C0000737,0,3,-0.0,-0.0,C0000737,0,1,True,True
cadec_ARTHROTEC.125_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.126_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C0344375,0,3,-0.0,-0.0,C0344375,0,1,True,True
cadec_ARTHROTEC.126_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999991655349731,C0011991,0,4,-0.0,-0.0,C0011991,0,2,True,True
cadec_ARTHROTEC.126_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999994039535522,C0027497,0,3,-0.0,-0.0,C0027497,0,1,True,True
cadec_ARTHROTEC.126_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.126_TT6,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,2,-0.0,-0.0,C1704754,0,2,True,False
cadec_ARTHROTEC.126_TT7,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999997019767761,C0030193,0,3,-0.0,-0.0,C0030193,0,1,True,True
cadec_ARTHROTEC.126_TT11,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999995231628418,C0221423,0,4,-0.0,-0.0,C0221423,0,2,True,True
cadec_ARTHROTEC.126_TT10,BERT-base,general,pair1_biobert_vs_bertbase,0.49113258984568253,6,0,0.9999992251396179,C0513181,0,5,0.5644754678724235,1.4591479170272446,C0513181,0,1,True,True
cadec_ARTHROTEC.126_TT9,BERT-base,general,pair1_biobert_vs_bertbase,0.30744974986419643,6,0,0.9999992251396179,C0513181,0,4,0.31091750708257115,0.7219280948873623,C0513181,0,2,True,True
cadec_ARTHROTEC.126_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999993443489075,C0011991,0,5,-0.0,-0.0,C0011991,0,1,True,True
cadec_ARTHROTEC.126_TT8,BERT-base,general,pair1_biobert_vs_bertbase,0.30744974986419643,6,0,0.9999992251396179,C0513181,0,5,0.355245321275764,0.9182958340544896,C0513181,0,1,True,True
cadec_ARTHROTEC.126_TT12,BERT-base,general,pair1_biobert_vs_bertbase,0.4056390622295664,3,0,0.9999995231628418,C0003864,0,2,0.579380164285695,0.9182958340544896,C0003864,0,1,True,False
cadec_ARTHROTEC.126_TT13,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True
cadec_ARTHROTEC.127_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999996423721313,C0013390,0,4,-0.0,-0.0,C0013390,0,2,True,True
cadec_ARTHROTEC.127_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999995231628418,C0004604,0,4,-0.0,-0.0,C0004604,0,2,True,True
cadec_ARTHROTEC.127_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999992847442627,C0848290,0,4,-0.0,-0.0,C0848290,0,2,True,True
cadec_ARTHROTEC.127_TT7,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,5,1,0.9999996423721313,C0024031,0,4,-0.0,-0.0,C0024031,0,1,True,True
cadec_ARTHROTEC.127_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999994039535522,C0027497,0,5,-0.0,-0.0,C0027497,0,1,True,True
cadec_ARTHROTEC.128_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.9999992847442627,C2676671,0,2,0.579380164285695,0.9182958340544896,C2676671,0,2,True,False
cadec_ARTHROTEC.128_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.31091750708257115,4,1,0.9999992251396179,C1291077,0,4,0.31091750708257115,0.7219280948873623,C1291077,0,0,True,True
cadec_ARTHROTEC.128_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,2,-0.0,-0.0,C1704754,0,2,True,False
cadec_ARTHROTEC.129_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.5904362833084089,4,0,0.9999990463256836,C3507830,0,3,0.75,1.5,C3507830,0,1,True,True
cadec_ARTHROTEC.129_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999997019767761,C0030193,0,4,-0.0,-0.0,C0030193,0,2,True,True
cadec_ARTHROTEC.129_TT6,BERT-base,general,pair1_biobert_vs_bertbase,0.2704260414863776,7,1,0.9999994039535522,C1704754,0,5,0.355245321275764,0.9182958340544896,C1704754,0,2,True,True
cadec_ARTHROTEC.13_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999996423721313,C0017152,0,4,-0.0,-0.0,C0017152,0,0,True,True
cadec_ARTHROTEC.13_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.355245321275764,5,0,0.9999995231628418,C2029949,0,4,0.4181656600790516,0.9709505944546686,C2029949,0,1,True,True
cadec_ARTHROTEC.13_TT4,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.9999990463256836,C0036660,0,3,0.5,1.0,C0036660,0,1,True,True
cadec_ARTHROTEC.13_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.8426986932754517,C0516513,0,3,0.4056390622295664,0.8112781244591328,C0516513,0,1,True,True
cadec_ARTHROTEC.13_TT10,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.8426986932754517,C0516513,0,3,0.4056390622295664,0.8112781244591328,C0516513,0,1,True,True
cadec_ARTHROTEC.13_TT9,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.9999990463256836,C3174475,0,3,0.4056390622295664,0.8112781244591328,C3174475,0,1,True,True
cadec_ARTHROTEC.130_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.9999991655349731,C0158369,0,3,0.75,1.5,C0158369,0,1,True,True
cadec_ARTHROTEC.130_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,3,1,0.9999997019767761,C0030193,0,2,-0.0,-0.0,C0030193,0,1,True,False
cadec_ARTHROTEC.130_TT7,BERT-base,general,pair1_biobert_vs_bertbase,0.5644754678724236,5,0,0.9999991059303284,C3174345,0,4,0.6554587535412855,1.5219280948873621,C4053920,0,1,True,True
cadec_ARTHROTEC.130_TT8,BERT-base,general,pair1_biobert_vs_bertbase,0.30744974986419643,6,1,0.9999997019767761,C0030193,0,4,0.4181656600790516,0.9709505944546686,C0030193,0,2,True,True
cadec_ARTHROTEC.130_TT11,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,7,1,0.9999997019767761,C0030193,0,5,-0.0,-0.0,C0030193,0,2,True,True
cadec_ARTHROTEC.130_TT12,BERT-base,general,pair1_biobert_vs_bertbase,0.31091750708257115,4,0,0.9999995231628418,C1704754,0,3,0.4056390622295664,0.8112781244591328,C1704754,0,1,True,True
cadec_ARTHROTEC.131_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.999999463558197,C0025323,0,3,-0.0,-0.0,C0025323,0,1,True,True
