instance_id,model_name,domain,pair,normalised_entropy,m_accepted,accuracy,mapping_confidence,dominant_cui,n_unassigned,m_distinct,normalised_entropy_dedup,semantic_entropy_dedup,dominant_cui_dedup,n_unassigned_dedup,n_duplicate_variants,retained_m_accepted,retained_m_distinct,n_retrieval_rows,margin_mean,margin_min,s1_mean,s2_mean,margin_original
cadec_ARTHROTEC.103_TT4,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.999998927116394,C2963996,0,3,0.75,1.5,C2963996,0,1,True,True,5.0,0.07744388580322273,0.041927993297577015,0.9999980211257935,0.92255414,0.06738132238388062
cadec_ARTHROTEC.103_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.6946795539074094,6,0,0.9999979734420776,C3843134,0,4,0.8277293767706428,1.9219280948873625,C3843134,0,2,True,True,7.0,0.1056401474135263,0.046211302280426025,0.9999988079071045,0.89435863,0.10503387451171875
cadec_ARTHROTEC.104_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,3,1,0.999999463558197,C0011991,0,3,-0.0,-0.0,C0011991,0,0,True,True,4.0,0.027949512004852295,0.005444943904876709,0.999999463558197,0.97204995,0.005444943904876709
cadec_ARTHROTEC.104_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999995231628418,C0009806,0,4,-0.0,-0.0,C0009806,0,2,True,True,7.0,0.07701301574707031,0.07701301574707031,0.9999995231628418,0.9229865,0.07701301574707031
cadec_ARTHROTEC.104_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,5,1,0.9999995231628418,C0015672,0,3,-0.0,-0.0,C0015672,0,2,True,True,6.0,0.03713124990463257,0.03713124990463257,0.9999995231628418,0.9628683,0.03713124990463257
cadec_ARTHROTEC.104_TT7,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.9999990463256836,C3508960,0,4,0.6554587535412855,1.521928094887362,C3508960,0,0,True,True,5.0,0.07166023254394531,0.028025686740875244,0.9999990463256836,0.9283388,0.028025686740875244
cadec_ARTHROTEC.104_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.9999990463256836,C3508960,0,4,0.4181656600790516,0.9709505944546686,C3508960,0,0,True,True,5.0,0.057842361927032473,0.028025686740875244,0.9999990224838257,0.9421567,0.028025686740875244
cadec_ARTHROTEC.104_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.999999701976776,C0030193,0,4,-0.0,-0.0,C0030193,0,0,True,True,5.0,0.04506587982177723,0.04506587982177723,0.9999997019767759,0.9549338,0.04506587982177723
cadec_ARTHROTEC.105_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.2107580961471984,6,0,0.9999985694885254,C3482593,0,4,0.3109175070825711,0.7219280948873623,C3482593,0,2,True,True,7.0,0.03643631083624705,0.01886671781539917,0.9999987483024597,0.9635624,0.05982649326324463
cadec_ARTHROTEC.105_TT8,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999993443489076,C0151602,0,4,-0.0,-0.0,C0151602,0,2,True,True,7.0,0.017452776432037465,0.017452776432037465,0.9999993443489076,0.9825465,0.017452776432037465
cadec_ARTHROTEC.105_TT9,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.999999225139618,C0241760,0,4,-0.0,-0.0,C0241760,0,2,True,True,7.0,0.053684234619140736,0.053684234619140736,0.999999225139618,0.946315,0.053684234619140736
cadec_ARTHROTEC.105_TT10,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999988675117492,C0000731,0,4,-0.0,-0.0,C0000731,0,2,True,True,7.0,0.08811902999877919,0.08811902999877919,0.9999988675117492,0.91187984,0.08811902999877919
cadec_ARTHROTEC.105_TT11,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999989867210388,C0749356,0,5,-0.0,-0.0,C0749356,0,1,True,True,7.0,0.11791026592254639,0.11791026592254639,0.9999989867210388,0.8820887,0.11791026592254639
cadec_ARTHROTEC.105_TT6,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.9999994039535522,C5984742,0,3,0.4056390622295664,0.8112781244591328,C5984742,0,1,True,True,5.0,0.10278695821762089,0.06945699453353882,0.9999993801116943,0.8972124,0.06945699453353882
cadec_ARTHROTEC.106_TT3,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.9999995231628418,C0030193,0,3,0.5,1.0,C1704754,0,1,True,True,5.0,0.0767394304275512,0.04506587982177723,0.9999996304512024,0.9232602,0.12424975633621216
cadec_ARTHROTEC.106_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.107_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,5,1,0.999999463558197,C0267596,0,4,-0.0,-0.0,C0267596,0,1,True,True,6.0,0.13641762733459473,0.08461016416549683,0.9999994734923044,0.86358184,0.1467791199684143
cadec_ARTHROTEC.108_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.1587603285713901,8,0,0.9999995231628418,C1704754,0,6,0.2107580961471984,0.5916727785823275,C1704754,0,2,True,True,9.0,0.11485998498068915,0.03974181413650524,0.9999994966718886,0.8851395,0.12424975633621216
cadec_ARTHROTEC.108_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,3,0,0.9999994039535522,C2129026,0,3,-0.0,-0.0,C2129026,0,0,True,True,4.0,0.13082247972488403,0.13082247972488403,0.9999994039535522,0.8691769,0.13082247972488403
cadec_ARTHROTEC.108_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999992847442628,C1142312,0,4,-0.0,-0.0,C1142312,0,2,True,True,7.0,0.09831380844116222,0.09831380844116222,0.9999992847442628,0.9016854,0.09831380844116222
cadec_ARTHROTEC.108_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.3109175070825711,4,1,0.9999993443489076,C0042024,0,3,0.4056390622295664,0.8112781244591328,C0042024,0,1,True,True,5.0,0.06344996690750127,0.045662522315979115,0.9999993085861206,0.93654937,0.045662522315979115
cadec_ARTHROTEC.109_TT4,BERT-base,general,pair1_biobert_vs_bertbase,0.4329316468984661,7,0,0.999997079372406,C4289305,0,5,0.5644754678724236,1.4591479170272448,C4289305,0,2,True,True,8.0,0.10343729704618454,0.03127533197402954,0.9999978318810463,0.89656055,0.14337795972824097
cadec_ARTHROTEC.109_TT3,BERT-base,general,pair1_biobert_vs_bertbase,0.5544923070581674,6,0,0.999997079372406,C4289305,0,4,0.6554587535412855,1.521928094887362,C4289305,0,2,True,True,7.0,0.08411433867045812,0.03127533197402954,0.999998220375606,0.9158839,0.14337795972824097
cadec_ARTHROTEC.11_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,5,1,0.999999701976776,C0030193,0,4,-0.0,-0.0,C0030193,0,1,True,True,6.0,0.04506587982177723,0.04506587982177723,0.999999701976776,0.9549338,0.04506587982177723
cadec_ARTHROTEC.110_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,2,True,True,7.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.110_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995827674866,C0948782,0,4,-0.0,-0.0,C0948782,0,2,True,True,7.0,0.025999128818511963,0.025999128818511963,0.9999995827674866,0.97400045,0.025999128818511963
cadec_ARTHROTEC.110_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999995231628418,C0025323,0,5,-0.0,-0.0,C0025323,0,1,True,True,7.0,0.07480936391013013,0.05505174398422252,0.9999994550432477,0.9251901,0.08271241188049316
cadec_ARTHROTEC.110_TT6,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,0,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.110_TT7,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.110_TT8,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999995827674866,C0030193,0,3,-0.0,-0.0,C0030193,0,1,True,True,5.0,0.04944354295730591,0.04944354295730591,0.9999995827674866,0.950556,0.04944354295730591
cadec_ARTHROTEC.111_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.8277293767706428,4,0,0.9999992847442628,C1704754,0,3,1.0,2.0,C4288430,0,1,True,True,5.0,0.10822875499725348,0.05200684070587169,0.9999993681907654,0.89177066,0.16619068384170543
cadec_ARTHROTEC.111_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.111_TT4,BERT-base,general,pair1_biobert_vs_bertbase,0.4841962570206112,5,0,0.99999737739563,C3260384,0,3,0.75,1.5,C3260384,0,2,True,True,6.0,0.030328194300333622,0.02462059259414684,0.9999986886978149,0.9696705,0.058525025844574086
cadec_ARTHROTEC.112_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.999999463558197,C0009806,0,4,-0.0,-0.0,C0009806,0,0,True,True,5.0,0.06895548105239868,0.06895548105239868,0.999999463558197,0.931044,0.06895548105239868
cadec_ARTHROTEC.112_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.8426986932754517,C0516513,0,3,0.75,1.5,C0516513,0,1,True,True,5.0,0.13666340112686165,0.02462059259414684,0.9370790243148803,0.80041564,0.11232203245162964
cadec_ARTHROTEC.113_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.4911325898456825,6,0,0.9999988079071044,C0497172,0,4,0.6554587535412855,1.521928094887362,C3475922,0,2,True,True,7.0,0.04891080515725269,0.01536428928375233,0.9999990122658866,0.95108825,0.020231008529662975
cadec_ARTHROTEC.113_TT9,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.9999988079071044,C3898964,0,3,0.75,1.5,C3898964,0,1,True,True,5.0,0.07091810703277583,0.020231008529662975,0.9999989748001099,0.92908084,0.020231008529662975
cadec_ARTHROTEC.113_TT3,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.99999737739563,C4034714,0,3,0.75,1.5,C4034714,0,1,True,True,5.0,0.04744877815246586,0.035599589347839355,0.9999975204467774,0.9525488,0.03779995441436779
cadec_ARTHROTEC.113_TT12,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.999999701976776,C0030193,0,5,-0.0,-0.0,C0030193,0,1,True,True,7.0,0.04506587982177723,0.04506587982177723,0.999999701976776,0.9549338,0.04506587982177723
cadec_ARTHROTEC.113_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.5904362833084089,4,0,0.9999984502792358,C3174693,0,3,0.75,1.5,C3174693,0,1,True,True,5.0,0.06381173133850097,0.037705838680267334,0.9999985814094543,0.9361869,0.04909813404083252
cadec_ARTHROTEC.113_TT6,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,5,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,1,True,True,6.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.113_TT7,BERT-base,general,pair1_biobert_vs_bertbase,0.7420981285103057,5,0,0.9999986886978148,C5141787,0,4,0.8277293767706428,1.9219280948873625,C5141787,0,1,True,True,6.0,0.07662796974182128,0.02999150753021229,0.9999987582365671,0.9233708,0.02999150753021229
cadec_ARTHROTEC.114_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.999997079372406,C4289305,0,3,0.75,1.5,C4289305,0,1,True,True,5.0,0.08150786161422723,0.01536428928375233,0.9999982595443726,0.9184904,0.14337795972824097
cadec_ARTHROTEC.114_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,2,True,True,7.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.114_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,7,0,0.999999701976776,C0020538,0,5,-0.0,-0.0,C0020538,0,2,True,True,8.0,0.04055863618850697,0.04055863618850697,0.999999701976776,0.95944107,0.04055863618850697
cadec_ARTHROTEC.114_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,7,0,0.9999995231628418,C1704754,0,5,-0.0,-0.0,C1704754,0,2,True,True,8.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.115_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C0344375,0,3,-0.0,-0.0,C0344375,0,1,True,True,5.0,0.08666299581527706,0.08440178632736206,0.9999996185302734,0.91333663,0.08440178632736206
cadec_ARTHROTEC.115_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.5904362833084089,4,0,0.999999463558197,C0000729,0,3,0.75,1.5,C0000729,0,1,True,True,5.0,0.0845365047454834,0.04479098320007324,0.9999993801116943,0.91546285,0.04479098320007324
cadec_ARTHROTEC.115_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.999999701976776,C0030193,0,4,-0.0,-0.0,C0030193,0,2,True,True,7.0,0.04506587982177723,0.04506587982177723,0.999999701976776,0.9549338,0.04506587982177723
cadec_ARTHROTEC.116_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.3074497498641964,6,1,0.999999463558197,C0038999,0,3,0.4056390622295664,0.8112781244591328,C0038999,0,3,True,True,7.0,0.06607840742383685,0.034960389137268066,0.999999395438603,0.933921,0.034960389137268066
cadec_ARTHROTEC.117_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.117_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999992847442628,C3260385,0,3,-0.0,-0.0,C3260385,0,1,True,True,5.0,0.026593565940857024,0.02462059259414684,0.9999993324279786,0.9734057,0.02462059259414684
cadec_ARTHROTEC.117_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999992847442628,C3260385,0,3,-0.0,-0.0,C3260385,0,1,True,True,5.0,0.028566539287567205,0.02462059259414684,0.9999993801116943,0.97143286,0.02462059259414684
cadec_ARTHROTEC.117_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999994039535522,C0011991,0,3,-0.0,-0.0,C0011991,0,1,True,True,5.0,0.013912439346313477,0.013912439346313477,0.9999994039535522,0.98608696,0.013912439346313477
cadec_ARTHROTEC.118_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.999999701976776,C0030193,0,3,-0.0,-0.0,C0030193,0,1,True,True,5.0,0.04506587982177723,0.04506587982177723,0.9999997019767759,0.9549338,0.04506587982177723
cadec_ARTHROTEC.118_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.119_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C1704754,0,4,-0.0,-0.0,C1704754,0,2,True,True,7.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.12_TT2,BERT-base,general,pair1_biobert_vs_bertbase,1.0,3,0,0.9999986290931702,C3262100,0,3,1.0,2.0,C3262100,0,0,True,True,4.0,0.03820821642875674,0.022848665714263916,0.9999984800815582,0.96179026,0.030746757984161377
cadec_ARTHROTEC.120_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.999998152256012,C2366929,0,3,-0.0,-0.0,C2366929,0,1,True,True,5.0,0.27831023931503296,0.27831023931503296,0.999998152256012,0.7216879,0.27831023931503296
cadec_ARTHROTEC.120_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999991655349731,C0027497,0,3,-0.0,-0.0,C0027497,0,1,True,True,5.0,0.06228071451187134,0.06228071451187134,0.9999991655349731,0.9377185,0.06228071451187134
cadec_ARTHROTEC.120_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.999998152256012,C2366929,0,3,-0.0,-0.0,C2366929,0,1,True,True,5.0,0.27831023931503296,0.27831023931503296,0.999998152256012,0.7216879,0.27831023931503296
cadec_ARTHROTEC.120_TT8,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,5,1,0.999999701976776,C0030193,0,4,-0.0,-0.0,C0030193,0,1,True,True,6.0,0.04506587982177723,0.04506587982177723,0.999999701976776,0.9549338,0.04506587982177723
cadec_ARTHROTEC.120_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.999998152256012,C3482095,0,4,-0.0,-0.0,C3482095,0,2,True,True,7.0,0.037705838680267334,0.037705838680267334,0.999998152256012,0.9622923,0.037705838680267334
cadec_ARTHROTEC.121_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.999999701976776,C0009676,0,3,-0.0,-0.0,C0009676,0,1,True,True,5.0,0.10304338932037345,1.1920928943975895e-07,0.9999996185302734,0.89695626,1.1920928943975895e-07
cadec_ARTHROTEC.121_TT7,BERT-base,general,pair1_biobert_vs_bertbase,0.6562657890890309,6,0,0.9999992847442628,C5936338,0,4,0.8277293767706428,1.9219280948873625,C5936338,0,2,True,True,7.0,0.14395983730043685,0.06107097864151001,0.9999989782060895,0.8560391,0.09416222572326671
cadec_ARTHROTEC.121_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.8710490642551527,5,0,0.9999992847442628,C5686417,0,4,1.0,2.321928094887362,C5830621,0,1,True,True,6.0,0.12189123034477235,0.04720759391784668,0.999998410542806,0.87810713,0.09416222572326671
cadec_ARTHROTEC.122_TT2,BERT-base,general,pair1_biobert_vs_bertbase,0.3109175070825711,4,0,0.9999991655349731,C3475863,0,3,0.4056390622295664,0.8112781244591328,C3475863,0,1,True,True,5.0,0.036913371086120604,0.0277022123336792,0.9999982357025147,0.9630849,0.05062210559844971
cadec_ARTHROTEC.122_TT6,BERT-base,general,pair1_biobert_vs_bertbase,0.3109175070825711,4,0,0.9999991655349731,C3475863,0,3,0.4056390622295664,0.8112781244591328,C3475863,0,1,True,True,5.0,0.03975533246994016,0.027810215950012207,0.9999982953071594,0.9602429,0.05062210559844971
cadec_ARTHROTEC.122_TT7,BERT-base,general,pair1_biobert_vs_bertbase,0.4181656600790516,4,0,0.9999984502792358,C3261517,0,3,0.4056390622295664,0.8112781244591328,C3261517,0,1,True,True,5.0,0.11348185539245606,0.09050464630126953,0.9999984502792358,0.8865166,0.09050464630126953
cadec_ARTHROTEC.122_TT9,BERT-base,general,pair1_biobert_vs_bertbase,0.3074497498641964,6,1,0.9999995827674866,C0019080,0,4,0.3109175070825711,0.7219280948873623,C0019080,0,2,True,True,7.0,0.08623016732079643,0.07102233171463013,0.9999995657375881,0.91376936,0.07102233171463013
cadec_ARTHROTEC.123_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C1704754,0,5,-0.0,-0.0,C1704754,0,1,True,True,7.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.123_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.124_TT1,BERT-base,general,pair1_biobert_vs_bertbase,0.3074497498641964,6,0,0.9999995231628418,C0344375,0,4,0.3109175070825711,0.7219280948873623,C0344375,0,2,True,True,7.0,0.09801988090787615,0.08440178632736206,0.9999995231628418,0.9019796,0.08440178632736206
cadec_ARTHROTEC.124_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,0,0.9999995231628418,C1414950,0,5,-0.0,-0.0,C1414950,0,1,True,True,7.0,-1.7881393432617188e-07,-1.7881393432617188e-07,0.9999995231628418,0.9999997,-1.7881393432617188e-07
cadec_ARTHROTEC.124_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.999999463558197,C0009806,0,4,-0.0,-0.0,C0009806,0,2,True,True,7.0,0.06895548105239868,0.06895548105239868,0.999999463558197,0.931044,0.06895548105239868
cadec_ARTHROTEC.124_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999993443489076,C0018681,0,5,-0.0,-0.0,C0018681,0,1,True,True,7.0,0.037768423557281605,0.037768423557281605,0.9999993443489076,0.962231,0.037768423557281605
cadec_ARTHROTEC.124_TT6,BERT-base,general,pair1_biobert_vs_bertbase,0.4911325898456825,6,0,0.9999991655349731,C2029737,0,4,0.5904362833084089,1.3709505944546687,C2029737,0,2,True,True,7.0,0.1315198114940098,0.09649252891540527,0.9952769790376935,0.86375713,0.09649252891540527
cadec_ARTHROTEC.124_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.2107580961471984,6,0,0.9999986290931702,C2049717,0,4,0.3109175070825711,0.7219280948873623,C2049717,0,2,True,True,7.0,0.239940311227526,0.12840026617050182,0.9999985780034747,0.7600583,0.25853031873703003
cadec_ARTHROTEC.125_TT5,BERT-base,general,pair1_biobert_vs_bertbase,0.6554587535412855,4,0,0.9999991059303284,C3475970,0,3,0.75,1.5,C3475970,0,1,True,True,5.0,0.0672758579254151,0.0237237811088562,0.9999991655349731,0.93272334,0.0237237811088562
cadec_ARTHROTEC.125_TT2,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999994039535522,C0042963,0,3,-0.0,-0.0,C0042963,0,1,True,True,5.0,0.03751707077026367,0.03751707077026367,0.9999994039535522,0.96248233,0.03751707077026367
cadec_ARTHROTEC.125_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999994039535522,C0000737,0,3,-0.0,-0.0,C0000737,0,1,True,True,5.0,0.03976362943649292,0.03976362943649292,0.9999994039535522,0.9602358,0.03976362943649292
cadec_ARTHROTEC.125_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
cadec_ARTHROTEC.126_TT3,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C0344375,0,3,-0.0,-0.0,C0344375,0,1,True,True,5.0,0.08440178632736206,0.08440178632736206,0.9999995231628418,0.91559774,0.08440178632736206
cadec_ARTHROTEC.126_TT1,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,6,1,0.9999991655349731,C0011991,0,4,-0.0,-0.0,C0011991,0,2,True,True,7.0,0.12903457880020144,0.053300440311431885,0.9999991485050747,0.8709646,0.17203348875045776
cadec_ARTHROTEC.126_TT4,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,1,0.9999994039535522,C0027497,0,3,-0.0,-0.0,C0027497,0,1,True,True,5.0,0.02698493003845215,0.02698493003845215,0.9999994039535522,0.9730145,0.02698493003845215
cadec_ARTHROTEC.126_TT5,BERT-base,general,pair1_biobert_vs_bertbase,-0.0,4,0,0.9999995231628418,C1704754,0,3,-0.0,-0.0,C1704754,0,1,True,True,5.0,0.12424975633621216,0.12424975633621216,0.9999995231628418,0.87574977,0.12424975633621216
