dataset,part,method,term,coef,ci_low,ci_high,pvalue,significant,is_linguistic
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_synonym_substitution,0.263772770934092,-0.21034932300379172,0.7378948648719758,0.2755347531165556,False,True
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,Intercept,0.7191260147006964,0.33284952420566893,1.1054025051957237,0.0002634271521708373,True,False
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.BioBERT],0.1151867139172704,-0.040930481425985016,0.27130390926052583,0.14814783617298127,False,False
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.BioMistral-7B],-0.6716049323385287,-0.7984204241321762,-0.5447894405448812,3.0636486728898887e-25,True,False
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.FLAN-T5-base],-0.8596033457587136,-0.981556113486443,-0.7376505780309841,2.0662193240599665e-43,True,False
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.Llama3-OpenBioLLM-8B],0.3768317529219152,0.2343047452368673,0.5193587606069631,2.1950509071548425e-07,True,False
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.Meta-Llama-3-8B-Instruct],-0.5789485956455013,-0.7080298213015697,-0.4498673699894329,1.4858929534033188e-18,True,False
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.Mistral-7B-Instruct-v0.1],-0.781646123341513,-0.909696883495244,-0.6535953631877819,5.4859841919713606e-33,True,False
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,C(model_name)[T.PubMedBERT],0.04667442245259468,-0.10730187910557379,0.20065072401076314,0.5524327813081198,False,False
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,mean_lexical_change_magnitude_z,0.1449935930293995,0.09418028911248015,0.1958068969463188,2.2359947725686868e-08,True,True
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,mention_char_len_z,0.0974458225029978,0.057090016723270624,0.13780162828272496,2.2159664463823537e-06,True,True
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,n_accepted_perts_z,-0.33024980255089276,-0.38238807727939683,-0.2781115278223887,2.1767371946036066e-35,True,True
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,share_back_translation,0.669356114370726,0.32343187758866304,1.0152803511527888,0.00014914483439373014,True,True
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,share_controlled_paraphrase,0.008530111438475168,-0.2875582981223008,0.30461852099925113,0.9549711640056823,False,True
CADEC,magnitude_nonzero,OLS on logit(H) among H>0 + cluster-robust SE (cluster=instance_id); MixedLM did not converge / failed — fixed effects reported,share_synonym_substitution,0.13086034521532813,-0.5114291673144971,0.7731498577451532,0.6896545468613589,False,True
