path,mtime,status,n,n_inputs,newer_inputs,producer,tracked
outputs/qa/intermediate_smoke/qa_question_perturbations_bioasq.csv,2026-08-04 17:00,STALE,ids=8,1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; QA_preflight_smoke.ipynb,False
outputs/qa/intermediate_smoke/qa_question_perturbations_bioasq.meta.json,2026-08-04 17:00,STALE,,1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; QA_preflight_smoke.ipynb,False
outputs/qa/intermediate_smoke/qa_question_perturbations_squad2.csv,2026-08-04 16:59,STALE,ids=6,1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; QA_preflight_smoke.ipynb,False
outputs/qa/intermediate_smoke/qa_question_perturbations_squad2.meta.json,2026-08-04 16:59,STALE,,1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; QA_preflight_smoke.ipynb,False
outputs/qa/qa_exclusion_report.csv,2026-09-04 03:17,STALE,rows=2,1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb,True
outputs/qa/qa_results_bioasq_biomistral.csv,2026-08-04 23:43,STALE,"ids=1,600",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_bioasq_flan-t5-base.csv,2026-08-05 00:22,STALE,"ids=1,600",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_bioasq_llama3.csv,2026-08-05 00:20,STALE,"ids=1,600",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_bioasq_mistral.csv,2026-08-04 23:59,STALE,"ids=1,600",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_bioasq_openbiollm.csv,2026-08-05 00:15,STALE,"ids=1,600",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_combined.csv,2026-09-04 03:17,STALE,"ids=13,473",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_squad2_biomistral.csv,2026-09-04 00:55,STALE,"ids=11,873",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_squad2_flan-t5-base.csv,2026-09-04 03:17,STALE,"ids=11,873",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_squad2_llama3.csv,2026-09-04 03:09,STALE,"ids=11,873",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_squad2_mistral.csv,2026-09-04 01:52,STALE,"ids=11,873",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_results_squad2_openbiollm.csv,2026-09-04 02:49,STALE,"ids=11,873",1,qa_summary.csv(09-04 03:17),QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb; RQ4_compute_missing_umls_margin.ipynb,True
outputs/qa/qa_risk_coverage_bioasq.png,2026-09-04 03:17,CURRENT,,1,,QA_answer_level_semantic_entropy.ipynb,True
outputs/qa/qa_risk_coverage_squad2.png,2026-09-04 03:17,CURRENT,,1,,QA_answer_level_semantic_entropy.ipynb,True
outputs/qa/qa_summary.csv,2026-09-04 03:17,UNKNOWN(no inputs resolved),rows=10,0,,QA_answer_level_semantic_entropy.ipynb; RQ4_Results_compiled.ipynb,True
outputs/qa/umls_candidate_margin_qa.csv,2026-08-19 20:32,UNKNOWN(no inputs resolved),ids=531,0,,RQ4_compute_missing_umls_margin.ipynb; RQ4_four_dataset_figures.ipynb,True
outputs/rq1/entropy_full_umls.csv,2026-09-13 12:29,STALE,"inst=49,403",4,rq3_matched_pair_statistics.csv(09-13 22:20),RQ1_PART2_full_umls_pool.ipynb; RQ1_linguistic_predictors_hurdle.ipynb; RQ2_Accuracy_Stability_Dissociation.ipynb,False
outputs/rq1/fig_entropy_mesh_vs_full_umls.png,2026-09-13 12:29,UNKNOWN(no inputs resolved),,0,,RQ1_PART2_full_umls_pool.ipynb,False
outputs/rq1/figures/rq1_conditional_entropy_heatmap_medmentions.png,2026-08-16 10:52,UNKNOWN(no inputs resolved),,0,,RQ1_semantic_entropy_linguistic_predictors.ipynb; RQ2_Accuracy_Stability_Dissociation_pipeline_backup.ipynb,True
outputs/rq1/figures/rq1_lexical_magnitude_medmentions.png,2026-08-16 10:52,UNKNOWN(no producer found),,0,,,True
outputs/rq1/figures/rq1_linguistic_predictors_coefs.png,2026-08-02 10:48,UNKNOWN(no inputs resolved),,0,,RQ1_linguistic_predictors_hurdle.ipynb,True
outputs/rq1/figures/rq2_accuracy_quartile_medmentions.png,2026-08-16 10:58,UNKNOWN(no producer found),,0,,,True
outputs/rq1/figures/rq2_dissociation_stable_but_wrong.png,2026-08-02 10:53,CURRENT,,1,,RQ2_Accuracy_Stability_Dissociation.ipynb,True
outputs/rq1/figures/rq2_effect_sizes_medmentions.png,2026-08-16 10:58,UNKNOWN(no producer found),,0,,,True
outputs/rq1/figures/rq4_aurc_grouped_both_datasets.png,2026-08-02 10:57,UNKNOWN(no inputs resolved),,0,,RQ4_Clinical_Utility_Abstention.ipynb,True
outputs/rq1/figures/rq4_risk_coverage_medmentions.png,2026-08-06 15:08,CURRENT,,1,,RQ4_MedMentions_Abstention.ipynb; RQ4_four_dataset_figures.ipynb,True
outputs/rq1/intermediate/mm_model_raw/mm_raw_biomistral.csv,2026-08-02 00:07,UNKNOWN(no producer found),inst=547,0,,,False
outputs/rq1/intermediate/mm_model_raw/mm_raw_flan-t5-base.csv,2026-08-02 10:18,UNKNOWN(no producer found),inst=547,0,,,False
outputs/rq1/intermediate/mm_model_raw/mm_raw_llama3.csv,2026-08-02 00:46,UNKNOWN(no producer found),inst=547,0,,,False
outputs/rq1/intermediate/mm_model_raw/mm_raw_mistral.csv,2026-08-02 00:18,UNKNOWN(no producer found),inst=547,0,,,False
outputs/rq1/intermediate/mm_model_raw/mm_raw_openbiollm.csv,2026-08-02 00:38,UNKNOWN(no producer found),inst=547,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0000.csv,2026-09-08 11:39,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0000.csv.complete.json,2026-09-08 11:39,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0001.csv,2026-09-08 11:48,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0001.csv.complete.json,2026-09-08 11:48,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0002.csv,2026-09-08 11:57,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0002.csv.complete.json,2026-09-08 11:57,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0003.csv,2026-09-08 12:05,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0003.csv.complete.json,2026-09-08 12:05,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0004.csv,2026-09-08 12:15,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0004.csv.complete.json,2026-09-08 12:15,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0005.csv,2026-09-08 12:25,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0005.csv.complete.json,2026-09-08 12:25,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0006.csv,2026-09-08 12:35,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0006.csv.complete.json,2026-09-08 12:35,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0007.csv,2026-09-08 12:45,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0007.csv.complete.json,2026-09-08 12:45,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0008.csv,2026-09-08 12:55,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0008.csv.complete.json,2026-09-08 12:55,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0009.csv,2026-09-08 13:06,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0009.csv.complete.json,2026-09-08 13:06,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0010.csv,2026-09-08 13:16,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0010.csv.complete.json,2026-09-08 13:16,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0011.csv,2026-09-08 13:27,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0011.csv.complete.json,2026-09-08 13:27,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0012.csv,2026-09-08 13:38,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0012.csv.complete.json,2026-09-08 13:38,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0013.csv,2026-09-08 13:52,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0013.csv.complete.json,2026-09-08 13:52,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0014.csv,2026-09-08 14:16,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0014.csv.complete.json,2026-09-08 14:16,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0015.csv,2026-09-09 08:12,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0015.csv.complete.json,2026-09-09 08:12,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0016.csv,2026-09-08 14:39,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0016.csv.complete.json,2026-09-08 14:39,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0017.csv,2026-09-09 07:47,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0017.csv.complete.json,2026-09-09 07:47,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0018.csv,2026-09-10 08:32,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0018.csv.complete.json,2026-09-10 08:32,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0019.csv,2026-09-10 08:57,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BERT-base_shard0019.csv.complete.json,2026-09-10 08:57,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0000.csv,2026-09-08 11:40,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0000.csv.complete.json,2026-09-08 11:40,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0001.csv,2026-09-08 11:49,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0001.csv.complete.json,2026-09-08 11:49,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0002.csv,2026-09-08 11:58,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0002.csv.complete.json,2026-09-08 11:58,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0003.csv,2026-09-08 12:07,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0003.csv.complete.json,2026-09-08 12:07,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0004.csv,2026-09-08 12:16,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0004.csv.complete.json,2026-09-08 12:16,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0005.csv,2026-09-08 12:26,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0005.csv.complete.json,2026-09-08 12:26,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0006.csv,2026-09-08 12:36,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0006.csv.complete.json,2026-09-08 12:36,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0007.csv,2026-09-08 12:46,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0007.csv.complete.json,2026-09-08 12:46,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0008.csv,2026-09-08 12:56,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0008.csv.complete.json,2026-09-08 12:56,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0009.csv,2026-09-08 13:07,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0009.csv.complete.json,2026-09-08 13:07,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0010.csv,2026-09-08 13:17,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0010.csv.complete.json,2026-09-08 13:17,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0011.csv,2026-09-08 13:28,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0011.csv.complete.json,2026-09-08 13:28,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0012.csv,2026-09-08 13:39,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0012.csv.complete.json,2026-09-08 13:39,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0013.csv,2026-09-08 13:55,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0013.csv.complete.json,2026-09-08 13:55,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0014.csv,2026-09-08 14:18,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0014.csv.complete.json,2026-09-08 14:18,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0015.csv,2026-09-09 08:14,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0015.csv.complete.json,2026-09-09 08:14,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0016.csv,2026-09-08 14:42,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0016.csv.complete.json,2026-09-08 14:42,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0017.csv,2026-09-09 07:49,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0017.csv.complete.json,2026-09-09 07:49,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0018.csv,2026-09-10 08:34,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0018.csv.complete.json,2026-09-10 08:34,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0019.csv,2026-09-10 08:59,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_BioBERT_shard0019.csv.complete.json,2026-09-10 08:59,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0000.csv,2026-09-08 11:41,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0000.csv.complete.json,2026-09-08 11:41,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0001.csv,2026-09-08 11:50,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0001.csv.complete.json,2026-09-08 11:50,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0002.csv,2026-09-08 11:59,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0002.csv.complete.json,2026-09-08 11:59,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0003.csv,2026-09-08 12:08,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0003.csv.complete.json,2026-09-08 12:08,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0004.csv,2026-09-08 12:17,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0004.csv.complete.json,2026-09-08 12:17,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0005.csv,2026-09-08 12:27,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0005.csv.complete.json,2026-09-08 12:27,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0006.csv,2026-09-08 12:37,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0006.csv.complete.json,2026-09-08 12:37,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0007.csv,2026-09-08 12:47,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0007.csv.complete.json,2026-09-08 12:47,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0008.csv,2026-09-08 12:57,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0008.csv.complete.json,2026-09-08 12:57,UNKNOWN(no producer found),,0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0009.csv,2026-09-08 13:08,UNKNOWN(no producer found),"inst=8,000",0,,,False
outputs/rq1/intermediate/mm_shards/enc_PubMedBERT_shard0009.csv.complete.json,2026-09-08 13:08,UNKNOWN(no producer found),,0,,,False
